Calendar_date,day_of_week_num,route_id,bus_id,stop_sequence,arrival_delay,dwell_time,travel_time_for_previous_section,scheduled_travel_time,upstream_stop_delay,origin_delay,previous_bus_delay,previous_trip_travel_time,traffic_condition,recurrent_delay,weather,temperature,day_of_week,time_of_day,factor(weather)Light_Rain,factor(weather)Light_Snow,factor(weather)Normal,factor(weather)Rain,factor(weather)Snow,factor(temperature)Cold,factor(temperature)Extra_cold,factor(temperature)Normal,factor(day_of_week)weekday,factor(day_of_week)weekend,factor(time_of_day)Afternoon_peak,factor(time_of_day)Morning_peak,factor(time_of_day)Off-peak
2022-05-17,1,4,44410,22,212,27,69,89,236,329,51,69,56.333332,56.568047,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-27,6,4,44416,12,-108,0,50,107,-35,17,103,61,50.0,38.854168,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-19,3,4,44060,3,39,33,47,82,51,55,78,34,37.0,46.327957,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-22,2,4,44418,24,202,22,37,138,218,58,125,84,100.333336,91.36404,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-17,3,4,44067,16,137,14,71,179,165,45,339,140,127.333336,103.38461,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-18,5,4,41377,3,78,32,47,69,76,52,225,35,49.0,45.35294,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-26,3,4,41374,25,43,11,70,43,32,6,13,32,31.333334,40.242645,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-04-13,2,4,41726,7,-6,22,53,127,21,13,-24,69,79.333336,80.323944,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-24,3,4,41361,10,104,38,61,118,86,122,92,126,107.333336,111.0354,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-19,2,4,44415,7,52,20,53,95,59,28,79,65,63.666668,75.56,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-24,3,4,44410,8,95,38,79,135,108,174,378,81,89.666664,91.96154,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-22,5,4,44065,6,10,29,106,52,0,16,187,39,48.0,49.25,Normal,Cold,weekend,OP,0,0,1,0,0,1,0,0,0,1,0,0,1
2022-06-19,6,4,44411,12,-15,21,69,123,46,27,-143,28,34.333332,44.020134,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-15,5,4,44411,8,23,21,74,135,49,43,91,71,76.0,85.166664,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-03-05,5,4,44062,4,394,27,34,156,417,341,-21,89,85.0,97.06944,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-03,1,4,41369,26,79,0,38,87,112,187,-64,59,79.333336,67.81863,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-02-09,2,4,41365,12,-64,24,108,123,-28,10,47,63,45.0,51.184616,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-06-07,1,4,41734,15,41,47,86,97,34,249,293,47,46.0,56.052082,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-04,4,4,41360,22,60,0,48,81,61,39,-28,53,48.333332,58.038094,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-01-20,3,4,41724,6,218,45,190,60,188,51,-22,67,64.333336,56.5,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-05-23,0,4,45532,9,-27,81,88,76,-68,16,144,43,37.333332,41.47761,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-17,3,4,44412,9,105,90,70,66,42,15,91,39,40.0,42.433334,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-27,3,4,44069,4,16,28,67,156,45,10,25,96,93.333336,117.15385,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-24,1,4,41368,24,158,18,40,126,186,73,261,101,100.333336,91.42683,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-31,0,4,45541,18,247,28,70,72,192,16,215,34,55.0,67.833336,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-03-01,1,4,41364,15,20,60,110,97,6,17,33,49,49.0,54.917526,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-04-08,4,4,45540,20,203,26,50,111,230,175,272,43,53.666668,51.173553,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-02,5,4,44417,23,652,17,95,55,661,188,135,47,43.666668,37.786407,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-04-08,4,4,45539,1,56,0,0,120,16,16,-2,150,170.66667,165.29114,Light Snow,Cold,weekday,OP,0,1,0,0,0,1,0,0,1,0,0,0,1
2022-01-18,1,4,41354,4,-26,20,50,156,8,6,-50,84,104.333336,97.61905,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-17,3,4,45544,14,134,50,108,139,94,20,70,117,102.666664,98.74,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-30,2,4,45531,23,464,19,55,55,458,48,135,34,37.666668,37.375,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-03-21,0,4,41730,13,88,27,35,107,61,129,15,111,96.333336,88.17544,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-25,1,4,41724,19,351,17,116,69,333,6,199,42,49.333332,50.37037,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-24,3,4,45531,2,59,77,180,75,9,9,75,49,56.666668,53.46154,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-13,0,4,44413,6,119,39,100,45,94,10,119,64,57.333332,54.263737,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-10,1,4,41351,9,36,73,97,76,-4,18,182,30,35.333332,39.166668,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-29,1,4,41730,19,82,47,93,82,60,24,65,38,35.333332,48.866142,Normal,Cold,weekday,AP,0,0,1,0,0,1,0,0,1,0,1,0,0
2022-05-02,0,4,41355,14,-76,38,82,157,-47,6,218,143,120.0,100.87857,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-06-04,5,4,45534,13,-6,81,45,71,-96,12,172,77,70.333336,72.64835,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-09,6,4,41369,20,123,0,65,111,186,85,245,38,43.666668,51.5,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-06-08,2,4,44411,1,476,0,0,180,470,470,622,125,178.0,164.26154,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-24,0,4,41731,26,-57,14,44,94,-42,20,51,69,62.333332,64.57895,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-14,4,4,44061,17,130,100,77,93,-15,78,214,63,72.666664,77.46154,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-19,3,4,44417,14,54,33,160,157,61,15,74,88,106.0,101.27119,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-04-21,3,4,41349,15,34,42,76,97,39,44,302,51,55.333332,55.645668,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-14,4,4,41729,9,144,67,82,66,110,-8,-13,38,45.0,37.0,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-23,2,4,41359,3,191,18,46,69,184,117,200,63,45.333332,45.163265,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-04-27,2,4,44058,12,67,18,126,123,98,46,327,79,65.666664,47.09813,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-01-25,1,4,41371,3,1,12,45,69,19,-4,46,42,43.333332,41.592594,Normal,Extra cold,weekday,OP,0,0,1,0,0,0,1,0,1,0,0,0,1
2022-05-03,1,4,41345,7,197,42,44,127,192,43,23,83,87.0,82.07426,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-30,2,4,41348,25,7,17,114,63,2,66,303,61,51.333332,44.535713,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-10,3,4,41343,19,140,38,125,69,135,231,324,41,41.333332,48.87234,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-20,6,4,45545,9,550,21,62,57,544,437,150,30,40.333332,34.955883,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-18,2,4,41734,10,116,17,37,118,73,27,170,209,153.33333,110.89051,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-01-26,2,4,41373,12,-43,29,70,107,-4,3,-157,30,41.0,42.548386,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-08,1,4,41360,23,153,26,49,60,150,19,82,42,44.666668,40.354168,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-24,3,4,45541,25,99,15,81,53,95,10,87,67,48.333332,39.57143,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-21,3,4,45543,3,3,0,47,69,17,30,-30,38,42.666668,44.733814,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-11,4,4,44066,12,278,28,98,107,328,217,547,58,56.666668,48.352272,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-16,6,4,41365,17,197,47,103,78,176,17,153,58,52.666668,63.1,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-06-20,0,4,45544,14,-32,26,118,157,12,14,9,95,98.0,101.98537,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-20,3,4,44418,8,551,13,90,135,572,496,213,92,87.333336,84.42105,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-01-09,6,4,41352,18,66,0,55,72,51,16,299,106,98.0,98.4,Normal,Cold,weekend,OP,0,0,1,0,0,1,0,0,0,1,0,0,1
2022-06-22,2,4,44413,7,26,16,73,112,12,15,123,82,77.666664,76.885376,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-24,3,4,45531,25,237,24,95,57,227,83,85,49,42.666668,45.741665,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-21,0,4,44418,22,282,0,76,89,310,20,634,72,64.0,59.341175,Snow,Normal,weekday,MP,0,0,0,0,1,0,0,1,1,0,0,1,0
2022-04-20,2,4,44411,9,99,60,89,66,69,16,26,35,37.666668,41.21831,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-28,0,4,41365,3,-52,0,43,82,-23,24,7,50,54.666668,46.8,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-21,4,4,41365,23,20,9,50,71,38,29,-16,47,49.666668,44.5,Normal,Cold,weekday,AP,0,0,1,0,0,1,0,0,1,0,1,0,0
2022-02-26,5,4,45534,24,95,15,39,102,84,0,150,67,68.333336,71.64,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-18,2,4,45545,1,311,0,0,180,376,376,383,137,139.0,155.4709,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-27,0,4,44416,8,31,21,60,135,71,10,37,97,97.0,103.72954,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-05-10,1,4,45542,21,44,34,48,108,64,13,427,70,64.333336,58.408806,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-02,2,4,41371,27,-182,0,64,161,-55,39,-34,57,47.666668,50.135803,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-08,1,4,45537,17,430,43,118,93,393,265,-19,61,72.0,76.15294,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-01,1,4,41366,6,20,18,100,45,7,18,12,76,66.0,55.60194,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-06,6,4,41344,14,194,29,49,124,173,10,714,107,97.333336,86.90566,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-04-30,5,4,41729,16,235,32,47,159,280,242,295,78,97.0,108.1745,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-28,4,4,45540,5,345,43,165,121,286,271,28,156,124.666664,133.0,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-29,4,4,41347,5,398,68,131,121,337,208,71,119,127.666664,116.24476,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-18,1,4,41346,18,39,10,92,87,49,10,83,61,68.666664,79.75,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-03-23,2,4,44063,9,117,36,80,66,103,4,203,28,39.333332,37.416668,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-28,0,4,44417,13,0,89,53,107,-74,-9,353,84,83.0,88.77049,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-23,6,4,44414,2,-25,39,122,75,-40,18,19,46,51.333332,50.51852,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-23,6,4,44414,26,-51,0,32,58,-38,10,52,53,53.333332,48.75,Normal,Cold,weekend,OP,0,0,1,0,0,1,0,0,0,1,0,0,1
2022-02-07,0,4,41373,17,38,33,87,108,-8,16,25,68,68.666664,75.22581,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-03-28,0,4,44069,6,-3,40,117,68,-12,24,163,70,55.666668,56.136986,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-17,3,4,41343,3,-34,21,42,82,-9,12,143,45,44.666668,46.0,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-15,1,4,41376,13,93,28,32,95,53,94,113,84,94.333336,91.01316,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-30,2,4,41371,15,105,46,94,97,103,41,28,56,56.333332,55.786205,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-01-14,4,4,44065,6,135,30,159,60,130,68,20,32,38.666668,49.5,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-18,4,4,41344,22,278,16,76,89,300,17,76,60,83.666664,62.272728,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-03,3,4,41376,26,160,16,38,87,172,108,-95,69,60.0,67.4375,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-03-07,0,4,41366,2,-9,49,127,90,-8,45,118,46,60.666668,55.545456,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-20,0,4,41732,19,308,73,109,69,206,187,134,38,34.333332,45.19737,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-21,3,4,44411,23,-57,12,51,55,-53,5,416,46,41.666668,37.771187,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-23,6,4,41357,18,38,0,42,72,68,31,165,82,65.666664,68.82353,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-04-28,3,4,41377,20,533,0,148,129,516,94,621,72,63.333332,55.530727,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-04-04,0,4,41733,9,171,45,70,66,155,175,145,36,45.666668,42.081482,Light Rain,Normal,weekday,OP,1,0,0,0,0,0,0,1,1,0,0,0,1
2022-01-18,1,4,45540,21,19,20,47,108,9,21,0,46,69.0,65.818184,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-23,6,4,41353,26,80,21,52,73,62,2,129,91,66.0,57.884617,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-31,0,4,41376,3,65,19,44,55,58,74,50,40,39.666668,40.535713,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-06-23,3,4,44415,17,143,46,100,108,101,24,225,177,114.333336,113.87891,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-20,0,4,44418,20,536,26,32,111,519,172,77,62,86.0,54.387257,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-03-19,5,4,45534,5,81,26,101,121,74,8,420,90,101.0,119.62887,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-02-03,3,4,44061,9,138,54,81,66,117,12,60,38,46.333332,42.235294,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-05-02,0,4,41355,15,360,24,92,97,367,41,521,59,57.333332,55.40513,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-02-17,3,4,45534,1,-65,0,0,180,-1,-1,-4,182,172.66667,163.46666,Light Snow,Normal,weekday,OP,0,1,0,0,0,0,0,1,1,0,0,0,1
2022-02-04,4,4,41360,11,34,27,102,129,38,18,-8,69,74.0,78.19512,Light Rain,Normal,weekday,AP,1,0,0,0,0,0,0,1,1,0,1,0,0
2022-04-29,4,4,41369,18,-2,16,56,87,-18,30,237,103,91.333336,75.24545,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-01-18,1,4,45530,24,-68,0,40,102,-39,27,183,73,72.0,69.73333,Normal,Cold,weekday,MP,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-01-18,1,4,41730,26,474,20,57,94,485,65,36,70,71.333336,65.0,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-17,0,4,44410,19,150,18,93,69,161,11,132,55,42.666668,50.055557,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-05-04,2,4,41731,10,304,14,37,118,289,168,183,104,111.0,109.00826,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-05-24,1,4,45545,19,28,0,181,82,67,84,236,45,43.0,46.918365,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-04-29,4,4,41351,7,90,37,31,127,119,37,-23,65,71.666664,76.96894,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-04-01,4,4,41732,4,30,35,42,188,82,115,-62,101,103.333336,117.791664,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-04-07,3,4,41356,8,179,39,59,116,165,14,147,73,81.666664,81.101265,Rain,Normal,weekday,OP,0,0,0,1,0,0,0,1,1,0,0,0,1
2022-05-15,6,4,41372,14,267,29,52,124,295,222,60,95,86.0,92.89091,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-04-01,4,4,41366,27,-233,16,46,174,-110,17,-14,55,50.666668,55.0625,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-02-27,6,4,41354,2,164,50,168,60,125,77,78,43,42.666668,45.469387,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-06-07,1,4,41370,9,10,62,95,76,-9,33,626,48,39.0,39.890804,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-12,1,4,41363,5,63,34,88,86,29,17,52,98,93.666664,100.24753,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-03-29,1,4,41353,22,118,24,60,81,132,39,54,55,66.333336,57.539062,Normal,Cold,weekday,AP,0,0,1,0,0,1,0,0,1,0,1,0,0
2022-01-30,6,4,44067,16,42,19,64,139,80,29,56,126,114.333336,107.48572,Light Snow,Cold,weekend,OP,0,1,0,0,0,1,0,0,0,1,0,0,1
2022-04-30,5,4,41345,21,412,34,48,88,411,22,108,55,53.666668,54.285713,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-11,2,4,41372,6,131,31,123,60,122,183,122,80,79.0,54.64407,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-03-20,6,4,41370,11,695,0,105,129,761,627,280,52,67.0,68.0,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-05-23,0,4,41362,23,-89,8,39,60,-71,6,113,35,38.0,41.069183,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-02-18,4,4,44066,14,100,35,49,157,136,6,58,93,98.666664,92.458336,Normal,Cold,weekday,OP,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-02-14,0,4,44065,26,315,17,40,81,274,67,493,94,77.333336,77.26761,Normal,Normal,weekday,MP,0,0,1,0,0,0,0,1,1,0,0,1,0
2022-01-24,0,4,44069,26,36,0,44,81,60,75,-11,55,59.666668,63.19512,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-05-14,5,4,45534,25,204,37,78,48,170,13,64,34,34.333332,38.217392,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-01-09,6,4,41352,19,-54,22,84,69,-44,18,141,42,53.0,43.142857,Normal,Cold,weekend,OP,0,0,1,0,0,1,0,0,0,1,0,0,1
2022-04-11,0,4,44058,18,127,19,131,101,34,36,401,94,89.0,81.58667,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-01-18,1,4,45533,16,79,29,52,179,95,17,34,80,84.333336,101.25,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
2022-04-27,2,4,41348,19,165,39,88,69,161,83,243,37,43.333332,45.982456,Normal,Normal,weekday,AP,0,0,1,0,0,0,0,1,1,0,1,0,0
2022-06-04,5,4,45534,23,-38,0,46,44,-21,12,232,29,33.333332,34.98901,Normal,Normal,weekend,OP,0,0,1,0,0,0,0,1,0,1,0,0,1
2022-06-13,0,4,45535,1,-36,0,0,180,11,11,176,164,157.0,159.59224,Normal,Normal,weekday,OP,0,0,1,0,0,0,0,1,1,0,0,0,1
